date,nav,daily_ret
2025-10-21,1.0,
2025-10-24,1.0111,1.110000000000011
2025-10-27,1.0012,-0.9791316388092164
2025-10-28,0.9883,-1.2884538553735614
2025-10-29,1.0101,2.205807953050698
2025-10-30,1.0261,1.584001584001582
2025-10-31,0.9976,-2.7775070655881473
2025-11-03,0.9799,-1.7742582197273538
2025-11-04,0.9497,-3.0819471374630036
2025-11-05,0.9577,0.8423712751395085
2025-11-06,0.9811,2.4433538686436274
2025-11-07,0.9996,1.8856385689532296
2025-11-10,0.9983,-0.13005202080833556
2025-11-11,0.9833,-1.5025543423820453
2025-11-12,0.9699,-1.362758059595237
2025-11-13,1.0481,8.062686874935565
2025-11-14,1.0489,0.0763285945997394
2025-11-17,1.1144,6.244637239012318
2025-11-18,1.0984,-1.4357501794687755
2025-11-19,1.1066,0.7465404224326289
2025-11-20,1.1086,0.18073377914331612
2025-11-21,1.0775,-2.80534006855494
2025-11-24,1.0602,-1.6055684454756247
2025-11-25,1.0912,2.923976608187129
2025-11-26,1.088,-0.293255131964798
2025-11-27,1.0802,-0.7169117647058854
2025-11-28,1.1256,4.202925384188094
2025-12-01,1.1206,-0.4442075337597662
2025-12-02,1.1021,-1.6509013028734532
2025-12-03,1.0734,-2.6041194084021613
2025-12-04,1.0652,-0.7639277063536398
2025-12-05,1.0554,-0.9200150206533975
2025-12-08,1.1056,4.756490430168658
2025-12-09,1.0807,-2.2521707670043356
2025-12-10,1.1124,2.9332839826038626
2025-12-11,1.1115,-0.08090614886732128
2025-12-12,1.0872,-2.186234817813759
2025-12-15,1.0732,-1.287711552612214
2025-12-16,1.0712,-0.186358553857624
2025-12-17,1.1456,6.9454817027632565
2025-12-18,1.1203,-2.20844972067038
2025-12-19,1.146,2.2940283852539434
2025-12-22,1.1691,2.0157068062827355
2025-12-23,1.2094,3.4470960567958286
2025-12-24,1.2161,0.5539937158921759
2025-12-25,1.201,-1.2416742044239704
2025-12-26,1.2744,6.111573688592831
2025-12-29,1.2076,-5.241682360326427
2025-12-30,1.216,0.6955945677376674
2025-12-31,1.2095,-0.5345394736842035
2026-01-05,1.2409,2.59611409673417
2026-01-06,1.2527,0.9509227173825519
2026-01-07,1.2362,-1.3171549453181108
2026-01-08,1.2058,-2.459149005015371
2026-01-09,1.2062,0.03317299718028632
2026-01-12,1.243,3.050903664400617
2026-01-13,1.2863,3.483507642799677
2026-01-14,1.2417,-3.467309336857649
2026-01-15,1.2427,0.08053475074494276
2026-01-16,1.2015,-3.315361712400411
2026-01-19,1.2052,0.3079483978360331
2026-01-20,1.1963,-0.7384666445403365
2026-01-21,1.2669,5.901529716626275
2026-01-22,1.2695,0.20522535322442526
2026-01-23,1.3216,4.103977944072468
2026-01-26,1.3032,-1.3922518159806496
2026-01-27,1.2729,-2.3250460405156548
2026-01-28,1.2742,0.10212899677901621
2026-01-29,1.2594,-1.161513106262746
2026-01-30,1.1821,-6.13784341750041
2026-02-02,1.152,-2.546315878521277
2026-02-03,1.1993,4.105902777777781
2026-02-04,1.1894,-0.8254815308930241
2026-02-05,1.1351,-4.565327055658319
2026-02-06,1.1725,3.294863888644173
2026-02-09,1.1819,0.801705756929616
2026-02-10,1.1688,-1.1083848041289368
2026-02-11,1.2127,3.7559890485968417
2026-02-12,1.2316,1.558505813474076
2026-02-13,1.2332,0.1299123091913046
2026-02-24,1.2768,3.5355173532273687
2026-02-25,1.3448,5.325814536340867
2026-02-26,1.3318,-0.9666864961332511
2026-02-27,1.3528,1.5768133353356362
2026-03-02,1.3217,-2.2989355410999335
2026-03-03,1.2659,-4.221835514867223
2026-03-04,1.2599,-0.47397108776364716
2026-03-05,1.2693,0.7460909595999654
2026-03-06,1.2598,-0.748444024265349
2026-03-09,1.2781,1.4526115256389804
2026-03-10,1.2949,1.3144511384085789
2026-03-11,1.3143,1.498185188045409
2026-03-12,1.2967,-1.3391158791752344
2026-03-13,1.3067,0.7711884013264392
2026-03-16,1.2916,-1.1555827657457662
2026-03-17,1.2643,-2.1136574790956986
2026-03-18,1.2295,-2.752511271059077
2026-03-19,1.1586,-5.766571777145179
2026-03-20,1.1757,1.4759192128430687
2026-03-23,1.1866,0.927107255252202
2026-03-24,1.2489,5.250294960391022
2026-03-25,1.2822,2.666346384818641
2026-03-26,1.3216,3.0728435501481854
2026-03-27,1.4226,7.642251815980616
2026-03-30,1.4185,-0.2882046956277251
2026-03-31,1.3543,-4.525907648924921
2026-04-01,1.3405,-1.018976593073917
2026-04-02,1.3561,1.1637448713166743
2026-04-03,1.337,-1.4084507042253613
2026-04-07,1.3298,-0.5385190725504807
2026-04-08,1.3538,1.8047826740863027
2026-04-09,1.3624,0.6352489289407792
2026-04-10,1.3995,2.7231356429829656
2026-04-13,1.4972,6.981064665952141
2026-04-14,1.5305,2.224151749933201
2026-04-15,1.4833,-3.08395949036262
2026-04-16,1.5639,5.4338299737072715
2026-04-17,1.5649,0.06394270733423024
2026-04-20,1.5528,-0.7732123458367934
2026-04-21,1.5449,-0.5087583719732058
2026-04-22,1.5459,0.06472910868018378
2026-04-23,1.5014,-2.8785820557603925
2026-04-24,1.6091,7.173304915412282
2026-04-27,1.6299,1.2926480641352267
2026-04-28,1.6013,-1.754708877845268
2026-04-29,1.7185,7.319053269218756
2026-04-30,1.7578,2.286878091358746
2026-05-06,1.7857,1.5872112868358101
2026-05-07,1.7309,-3.068824550596405
2026-05-08,1.7018,-1.6812063088566753
2026-05-11,1.7038,0.11752262310493755
2026-05-12,1.6768,-1.5846930390890912
2026-05-13,1.6584,-1.097328244274809
