date,nav,daily_ret
2021-08-11,1.0,
2021-08-13,0.9974,-0.26000000000000467
2021-08-20,0.9922,-0.5213555243633428
2021-08-23,1.0134,2.1366659947591238
2021-08-24,1.0386,2.48667850799289
2021-08-25,1.048,0.9050645099172083
2021-08-26,1.0318,-1.5458015267175607
2021-08-27,1.0431,1.0951734832331805
2021-08-30,1.057,1.3325663886492256
2021-08-31,1.044,-1.229895931882674
2021-09-01,0.9973,-4.473180076628358
2021-09-02,1.0061,0.8823824325679297
2021-09-03,0.9768,-2.912235364277904
2021-09-06,1.0036,2.743652743652758
2021-09-07,1.0458,4.204862495017947
2021-09-08,1.0283,-1.6733601070950566
2021-09-09,1.0365,0.797432655839736
2021-09-10,1.0465,0.9647853352628966
2021-09-13,1.035,-1.098901098901106
2021-09-14,1.0708,3.4589371980676464
2021-09-15,1.0757,0.4576017930519427
2021-09-16,1.0294,-4.30417402621549
2021-09-17,1.0403,1.0588692442199177
2021-09-22,1.0327,-0.7305584927424835
2021-09-23,1.0297,-0.29050062941802235
2021-09-24,1.0436,1.3499077401184723
2021-09-27,1.0263,-1.6577232656190155
2021-09-28,0.9988,-2.6795284030010635
2021-09-29,0.9816,-1.7220664797757301
2021-09-30,1.0253,4.451915240423809
2021-10-08,1.0056,-1.9213888617965469
2021-10-11,0.9966,-0.8949880668257748
2021-10-12,0.9731,-2.3580172586795234
2021-10-13,1.0097,3.7611756242935
2021-10-14,1.0185,0.8715460037634903
2021-10-15,1.0493,3.0240549828178587
2021-10-18,1.0775,2.6875059563518544
2021-10-19,1.0831,0.5197215777262176
2021-10-20,1.1008,1.6341981349829338
2021-10-21,1.0947,-0.5541424418604612
2021-10-22,1.0825,-1.1144605828080745
2021-10-25,1.1255,3.9722863741339376
2021-10-26,1.121,-0.3998223011994595
2021-10-27,1.1455,2.185548617305977
2021-10-28,1.1235,-1.920558707987785
2021-10-29,1.1284,0.4361370716511104
2021-11-01,1.1181,-0.9127968805388131
2021-11-02,1.114,-0.36669349789821837
2021-11-03,1.0968,-1.543985637342915
2021-11-04,1.1079,1.012035010940937
2021-11-05,1.0854,-2.030869212022768
2021-11-08,1.1282,3.9432467293164075
2021-11-09,1.1364,0.7268214855522093
2021-11-10,1.1187,-1.557550158394938
2021-11-11,1.1181,-0.053633681952258705
2021-11-12,1.128,0.885430641266427
2021-11-15,1.0834,-3.9539007092198597
2021-11-16,1.0681,-1.412220786413132
2021-11-17,1.0884,1.9005711075742004
2021-11-18,1.0858,-0.2388827636898183
2021-11-19,1.0922,0.5894271504881088
2021-11-22,1.1427,4.623695293902208
2021-11-23,1.1339,-0.7701058895598245
2021-11-24,1.1119,-1.9402063674045178
2021-11-25,1.1042,-0.6925083190934433
2021-11-26,1.1288,2.227857272233291
2021-11-29,1.1583,2.6133947554925596
2021-11-30,1.1531,-0.44893378226712466
2021-12-01,1.1415,-1.0059838695689938
2021-12-02,1.1447,0.2803328953131956
2021-12-03,1.1426,-0.18345418013453463
2021-12-06,1.1092,-2.9231577104848694
2021-12-07,1.0764,-2.957086188243774
2021-12-08,1.1012,2.3039762170196987
2021-12-09,1.0939,-0.6629131856156767
2021-12-10,1.1101,1.4809397568333438
2021-12-13,1.0999,-0.9188361408882018
2021-12-14,1.0882,-1.063733066642425
2021-12-15,1.083,-0.47785333578387323
2021-12-16,1.0856,0.24007386888271753
2021-12-17,1.058,-2.5423728813559143
2021-12-20,1.0179,-3.7901701323251435
2021-12-21,1.0156,-0.2259553983691931
2021-12-22,1.0312,1.5360378101614724
2021-12-23,1.0259,-0.5139643134212446
2021-12-24,0.9788,-4.591090749585735
2021-12-27,0.9863,0.7662443808745367
2021-12-28,1.0116,2.565142451586744
2021-12-29,1.0051,-0.6425464610517961
2021-12-30,1.0081,0.2984777634066127
2021-12-31,1.0159,0.7737327646066827
2022-01-04,0.9876,-2.7857072546510486
2022-01-05,0.951,-3.7059538274605175
2022-01-06,0.9494,-0.16824395373290502
2022-01-07,0.9316,-1.8748683378976283
2022-01-10,0.9299,-0.18248175182482562
2022-01-11,0.9212,-0.9355844714485362
2022-01-12,0.9611,4.331306990881445
2022-01-13,0.9476,-1.4046405160753284
2022-01-14,0.9651,1.846770789362595
2022-01-17,0.9842,1.979069526473931
2022-01-18,0.975,-0.934769355821985
2022-01-19,0.9435,-3.230769230769226
2022-01-20,0.9353,-0.8691043985161628
2022-01-21,0.9405,0.5559713460921545
2022-01-24,0.9604,2.1158958001063377
2022-01-25,0.9369,-2.4468971261974226
2022-01-26,0.9486,1.2487992315081797
2022-01-27,0.9131,-3.7423571579169312
2022-01-28,0.911,-0.22998576278611127
2022-02-07,0.9155,0.49396267837540364
