date,nav,daily_ret
2021-08-17,1.0,
2021-08-20,1.0044,0.43999999999999595
2021-08-27,1.0261,2.1604938271605034
2021-09-03,1.0242,-0.18516713770587723
2021-09-09,1.0103,-1.3571568053114658
2021-09-10,1.0243,1.3857270117786813
2021-09-13,0.9996,-2.4114029093039058
2021-09-14,1.0025,0.2901160464185537
2021-09-15,1.0229,2.0349127182044846
2021-09-16,0.9698,-5.191123276957665
2021-09-17,0.9599,-1.0208290369148276
2021-09-22,0.9721,1.270965725596418
2021-09-23,0.9763,0.4320543153996548
2021-09-24,0.9933,1.741268052852618
2021-09-27,0.984,-0.9362730292962862
2021-09-28,0.9722,-1.1991869918699272
2021-09-29,0.9676,-0.4731536720839258
2021-09-30,0.9846,1.7569243489045094
2021-10-08,0.9588,-2.6203534430225495
2021-10-11,0.9449,-1.449728827701291
2021-10-12,0.936,-0.9418986136098928
2021-10-13,0.974,4.059829059829045
2021-10-14,0.9934,1.9917864476385994
2021-10-15,1.0134,2.0132876988121717
2021-10-18,1.0321,1.8452733372804397
2021-10-19,1.0306,-0.14533475438427423
2021-10-20,1.0506,1.9406171162429597
2021-10-21,1.0309,-1.8751189796306966
2021-10-22,1.0153,-1.5132408575031397
2021-10-25,1.0573,4.136708362060459
2021-10-26,1.0492,-0.7661023361392183
2021-10-27,1.0704,2.020587113991623
2021-10-28,1.0573,-1.2238415545590575
2021-10-29,1.0866,2.771209685046827
2021-11-01,1.078,-0.7914595987483786
2021-11-02,1.0532,-2.3005565862708854
2021-11-03,1.0338,-1.8420053171287365
2021-11-04,1.0541,1.963629328690275
2021-11-05,1.0295,-2.3337444265249974
2021-11-08,1.0385,0.8742107819329714
2021-11-09,1.0493,1.0399614829080361
2021-11-10,1.0396,-0.924425807681295
2021-11-11,1.0418,0.21161985378992387
2021-11-12,1.0607,1.814167786523324
2021-11-15,1.025,-3.365701894975026
2021-11-16,1.0103,-1.4341463414634048
2021-11-17,1.0366,2.603187172127086
2021-11-18,1.027,-0.9261045726413286
2021-11-19,1.0444,1.694255111976628
2021-11-22,1.0653,2.0011489850631836
2021-11-23,1.0559,-0.8823805500797754
2021-11-24,1.0297,-2.4812955772326895
2021-11-25,1.0146,-1.46644653782656
2021-11-26,1.0205,0.5815099546619296
2021-11-29,1.0318,1.1073003429691308
2021-11-30,1.0344,0.2519868191509955
2021-12-01,1.023,-1.1020881670533722
2021-12-02,1.0089,-1.378299120234605
2021-12-03,1.0093,0.039647140450016494
2021-12-06,1.0059,-0.3368671356385633
2021-12-07,1.0056,-0.029824038174763867
2021-12-08,1.0204,1.4717581543357117
2021-12-09,1.0147,-0.558604468835755
2021-12-10,1.0301,1.5176899576229586
2021-12-13,1.0367,0.640714493738459
2021-12-14,1.0292,-0.7234494067714925
2021-12-15,1.0338,0.44694908666926825
2021-12-16,1.0432,0.9092667827432566
2021-12-17,1.0089,-3.287960122699385
2021-12-20,0.9647,-4.381009019724447
2021-12-21,0.969,0.44573442520989826
2021-12-22,0.9676,-0.14447884416923795
2021-12-23,0.9831,1.601901612236456
2021-12-24,0.9478,-3.590682534838774
2021-12-27,0.9388,-0.9495674192867676
2021-12-28,0.9584,2.0877716233489663
2021-12-29,0.9599,0.15651085141903387
2021-12-30,0.9619,0.20835503698302116
2021-12-31,0.9944,3.3787295976712706
2022-01-04,0.9488,-4.5856798069187406
2022-01-05,0.9163,-3.4253794266441817
2022-01-06,0.9174,0.12004801920768582
2022-01-07,0.8995,-1.9511663396555523
2022-01-10,0.889,-1.1673151750972721
2022-01-11,0.875,-1.5748031496062964
2022-01-12,0.9022,3.1085714285714383
2022-01-13,0.8881,-1.5628463755264943
2022-01-14,0.8969,0.9908794054723558
2022-01-17,0.9066,1.0815029546214605
2022-01-18,0.9058,-0.08824178248399983
2022-01-19,0.8885,-1.9099138882755717
2022-01-20,0.8777,-1.215531795160374
2022-01-21,0.8775,-0.022786829212728676
2022-01-24,0.9038,2.99715099715101
2022-01-25,0.8799,-2.6443903518477585
2022-01-26,0.9001,2.2957154222070786
2022-01-27,0.8656,-3.8329074547272524
2022-01-28,0.8527,-1.4902957486136792
2022-02-07,0.8694,1.9584848129470922
2022-02-08,0.8408,-3.2896250287554607
2022-02-09,0.8434,0.30922930542340854
2022-02-10,0.8217,-2.5729191368271342
2022-02-11,0.7986,-2.8112449799196804
2022-02-14,0.7943,-0.5384422739794559
2022-02-15,0.8239,3.726551680725154
2022-02-16,0.8226,-0.1577861390945512
2022-02-17,0.844,2.6015074155117945
2022-02-18,0.8367,-0.8649289099526003
2022-02-21,0.8387,0.23903430142224735
2022-02-22,0.8515,1.5261714558244988
2022-02-23,0.8797,3.3118027011156848
2022-02-24,0.8844,0.534273047629874
2022-02-25,0.8996,1.7186793306196213
2022-02-28,0.923,2.6011560693641744
2022-03-01,0.9264,0.36836403033586596
2022-03-02,0.9318,0.5829015544041471
2022-03-03,0.9138,-1.9317450096587252
2022-03-04,0.9073,-0.7113153862989607
2022-03-07,0.8896,-1.950843161027227
2022-03-08,0.8863,-0.3709532374100655
2022-03-09,0.8882,0.21437436533904286
2022-03-10,0.9202,3.602792163927049
2022-03-11,0.9114,-0.9563138448163477
2022-03-14,0.8872,-2.655255650647359
2022-03-15,0.8651,-2.490982867448155
2022-03-16,0.8967,3.6527569067160037
2022-03-17,0.8897,-0.7806401249024209
2022-03-18,0.8845,-0.5844666741598448
2022-03-21,0.891,0.7348784624081395
2022-03-22,0.8712,-2.2222222222222254
2022-03-23,0.8783,0.8149678604224109
2022-03-24,0.861,-1.969714220653529
2022-03-25,0.8346,-3.0662020905923293
2022-03-28,0.8332,-0.16774502755810827
2022-03-29,0.8306,-0.3120499279884892
2022-03-30,0.8527,2.660727185167344
2022-03-31,0.8256,-3.1781400258004022
2022-04-01,0.8246,-0.1211240310077466
2022-04-06,0.7988,-3.1287897162260547
2022-04-07,0.787,-1.4772158237355892
2022-04-08,0.7831,-0.4955527318932673
2022-04-11,0.748,-4.482186183118375
2022-04-12,0.7558,1.042780748663108
2022-04-13,0.7445,-1.4951045250066075
2022-04-14,0.738,-0.8730691739422536
2022-04-15,0.7329,-0.69105691056911
2022-04-18,0.7604,3.7522172192659298
2022-04-19,0.7626,0.28932140978432663
2022-04-20,0.7339,-3.7634408602150504
2022-04-21,0.6973,-4.98705545714675
2022-04-22,0.6888,-1.2189875233041825
2022-04-25,0.641,-6.93960511033681
2022-04-26,0.6318,-1.4352574102964089
2022-04-27,0.6811,7.8031022475467005
2022-04-28,0.6895,1.2332990750256956
2022-04-29,0.7136,3.4952864394488747
2022-05-05,0.7209,1.0229820627802644
2022-05-06,0.7065,-1.9975031210986205
2022-05-09,0.7178,1.5994338287331988
2022-05-10,0.7352,2.4240735580941752
2022-05-11,0.7585,3.169205658324259
2022-05-12,0.7518,-0.88332234673697
2022-05-13,0.7553,0.4655493482309092
2022-05-16,0.7458,-1.2577783662120923
2022-05-17,0.7711,3.392330383480835
2022-05-18,0.7821,1.4265335235378096
2022-05-19,0.823,5.229510292801431
2022-05-20,0.8312,0.9963547995139876
2022-05-23,0.8292,-0.2406159769008709
2022-05-24,0.8034,-3.111432706222872
2022-05-25,0.8117,1.0331092855364599
2022-05-26,0.8097,-0.2463964518910955
2022-05-27,0.8051,-0.5681116462887381
2022-05-30,0.808,0.36020370140354974
2022-05-31,0.8331,3.1064356435643425
2022-06-01,0.8255,-0.9122554315208142
2022-06-02,0.8476,2.677165354330713
2022-06-06,0.885,4.412458706937228
2022-06-07,0.8887,0.41807909604520965
2022-06-08,0.8863,-0.27005738719478867
