date,nav,daily_ret
2021-07-06,1.0,
2021-07-09,0.993,-0.7000000000000006
2021-07-16,1.0149,2.2054380664652484
2021-07-19,0.9919,-2.2662331264163837
2021-07-20,0.9818,-1.018247807238637
2021-07-21,0.9801,-0.17315135465472142
2021-07-22,0.998,1.8263442505866756
2021-07-23,0.9699,-2.8156312625250535
2021-07-26,0.9119,-5.979997937931736
2021-07-27,0.8426,-7.599517490952956
2021-07-28,0.869,3.1331592689294974
2021-07-29,0.9344,7.525891829689302
2021-07-30,0.9083,-2.7932363013698613
2021-08-02,0.9107,0.2642298799955922
2021-08-03,0.8972,-1.48237619413637
2021-08-04,0.917,2.2068658047258216
2021-08-05,0.899,-1.9629225736095934
2021-08-06,0.896,-0.33370411568409697
2021-08-09,0.8941,-0.21205357142857206
2021-08-10,0.9148,2.315177273235647
2021-08-11,0.9133,-0.1639702667249665
2021-08-12,0.8998,-1.4781561370852958
2021-08-13,0.8841,-1.7448321849299897
2021-08-16,0.8616,-2.5449609772650095
2021-08-17,0.8369,-2.866759517177353
2021-08-18,0.8382,0.1553351654916879
2021-08-19,0.8145,-2.8274874731567534
2021-08-20,0.7979,-2.0380601596071135
2021-08-23,0.8113,1.6794084471738246
2021-08-24,0.8618,6.224577838037715
2021-08-25,0.8627,0.10443258296588542
2021-08-26,0.8478,-1.7271357366407836
2021-08-27,0.8469,-0.10615711252653925
2021-08-30,0.8536,0.7911205573267299
2021-08-31,0.8816,3.2802249297094743
2021-09-01,0.8931,1.3044464609800244
2021-09-02,0.9054,1.3772253946926494
2021-09-03,0.8978,-0.8394079964656465
2021-09-06,0.903,0.5791935843172169
2021-09-07,0.9166,1.5060908084163938
2021-09-08,0.9162,-0.043639537420903096
2021-09-09,0.8759,-4.398602925125516
2021-09-10,0.898,2.523119077520275
2021-09-13,0.8779,-2.2383073496659245
2021-09-14,0.866,-1.3555074609864493
2021-09-15,0.8405,-2.944572748267893
2021-09-16,0.8302,-1.225461035098152
2021-09-17,0.8599,3.577451216574312
2021-09-22,0.8351,-2.8840562856146112
2021-09-23,0.843,0.9459944916776486
2021-09-24,0.8236,-2.301304863582443
2021-09-27,0.8177,-0.716367168528409
2021-09-28,0.8329,1.85887244710774
2021-09-29,0.8269,-0.7203745947892859
2021-09-30,0.8192,-0.9311887773612249
2021-10-08,0.8295,1.25732421875
2021-10-11,0.8528,2.8089210367691297
2021-10-12,0.8268,-3.0487804878048808
2021-10-13,0.8287,0.2298016448959883
2021-10-14,0.8266,-0.25340895378302974
2021-10-15,0.8411,1.75417372368738
2021-10-18,0.8408,-0.03566757817143884
2021-10-19,0.8654,2.925784966698375
2021-10-20,0.8843,2.1839611740235743
2021-10-21,0.8751,-1.040370914847899
2021-10-22,0.8917,1.896926065592508
2021-10-25,0.8891,-0.29157788493888726
2021-10-26,0.877,-1.3609267798897706
2021-10-27,0.8501,-3.067274800456099
2021-10-28,0.8514,0.15292318550759187
2021-10-29,0.8421,-1.0923185341790043
2021-11-01,0.8335,-1.0212563828523868
2021-11-02,0.8348,0.15596880623873766
2021-11-03,0.831,-0.45519885002396343
2021-11-04,0.8418,1.2996389891696714
2021-11-05,0.8298,-1.425516749821809
2021-11-08,0.8192,-1.2774162448782822
2021-11-09,0.8215,0.28076171875
2021-11-10,0.8379,1.9963481436396702
2021-11-11,0.8544,1.9692087361260269
2021-11-12,0.8662,1.3810861423220855
2021-11-15,0.8684,0.2539829138767047
2021-11-16,0.8829,1.669737448180575
2021-11-17,0.8781,-0.5436629289840345
2021-11-18,0.8514,-3.040655961735561
2021-11-19,0.8494,-0.23490721165140283
2021-11-22,0.8451,-0.5062396986107887
2021-11-23,0.8338,-1.3371198674713036
2021-11-24,0.8293,-0.5396977692492144
2021-11-25,0.838,1.0490775352707038
2021-11-26,0.812,-3.1026252983293423
2021-11-29,0.8046,-0.9113300492610943
2021-11-30,0.795,-1.1931394481729973
2021-12-01,0.7973,0.2893081761006222
2021-12-02,0.7928,-0.5644048664241841
2021-12-03,0.7821,-1.349646821392525
2021-12-06,0.7575,-3.1453778289221357
2021-12-07,0.7873,3.93399339933993
